,playerID,Name,AB,H,average,Empirical Bayes Estimate,alpha1,beta1,PEP,Cumulative Mean
1963,custja01,Jack Cust,2107,510,0.242050308495,0.246894468398,627.983577844,1915.54678928,0.999999998753,0.892577211003
5455,mayoed01,Eddie Mayo,3013,759,0.251908396947,0.254232746058,876.983577844,2572.54678928,0.999999998781,0.892644560713
5464,mazzile01,Lee Mazzilli,4124,1068,0.258971871969,0.260053871452,1185.98357784,3374.54678928,0.999999998835,0.892711826025
8284,stevele01,Lee Stevens,3332,847,0.254201680672,0.256063633257,964.983577844,2803.54678928,0.999999998894,0.892779007098
6680,peraljh01,Jhonny Peralta,6545,1750,0.267379679144,0.267560760982,1867.98357784,5113.54678928,0.999999998911,0.892846104089
2840,frazito01,Todd Frazier,2871,719,0.250435388366,0.253053936001,836.983577844,2470.54678928,0.999999998981,0.892913117156
127,almonbi01,Bill Almon,3330,846,0.254054054054,0.255934104835,963.983577844,2802.54678928,0.999999998999,0.892980046457
1973,dahlebi01,Bill Dahlen,9031,2457,0.272062894475,0.271980493116,2574.98357784,6892.54678928,0.999999999065,0.893046892149
8141,sotoge01,Geovany Soto,2480,611,0.246370967742,0.24994890712,728.983577844,2187.54678928,0.999999999068,0.893113654388
5240,maisefr01,Fritz Maisel,2111,510,0.241591662719,0.246506807514,627.983577844,1919.54678928,0.999999999078,0.893180333331
9245,willima04,Matt Williams,7000,1878,0.268285714286,0.268402531733,1995.98357784,5440.54678928,0.999999999093,0.893246929132
987,brosisc01,Scott Brosius,3889,1001,0.257392645924,0.258692803627,1118.98357784,3206.54678928,0.999999999119,0.893313441948
3892,hoffmgl01,Glenn Hoffman,2163,524,0.242256125751,0.246961368855,641.983577844,1957.54678928,0.999999999124,0.893379871934
316,baileed01,Ed Bailey,3581,915,0.255515219213,0.257119046641,1032.98357784,2984.54678928,0.999999999154,0.893446219244
1966,cutshge01,George Cutshaw,5621,1487,0.264543675503,0.264956753095,1604.98357784,4452.54678928,0.999999999166,0.893512484033
2026,dauerri01,Rich Dauer,3829,984,0.256986158266,0.258346203871,1101.98357784,3163.54678928,0.999999999167,0.893578666454
5403,matheed01,Eddie Mathews,8537,2315,0.271172543048,0.271128917863,2432.98357784,6540.54678928,0.999999999178,0.89364476666
2578,evansdw01,Dwight Evans,8996,2446,0.27189862161,0.27182351692,2563.98357784,6868.54678928,0.999999999188,0.893710784806
9195,wilforo01,Rob Wilfong,2690,668,0.248327137546,0.251391634033,785.983577844,2340.54678928,0.999999999223,0.893776721043
4244,johnscl01,Cliff Johnson,3945,1016,0.257541191381,0.258809932336,1133.98357784,3247.54678928,0.999999999228,0.893842575524
3870,hitchbi01,Billy Hitchcock,2249,547,0.243219208537,0.247617225255,664.983577844,2020.54678928,0.999999999233,0.893908348401
2854,freesge02,Gene Freese,3446,877,0.254497968659,0.256271937052,994.983577844,2887.54678928,0.999999999238,0.893974039826
7916,sievero01,Roy Sievers,6387,1703,0.266635353061,0.266868245596,1820.98357784,5002.54678928,0.999999999246,0.894039649949
7742,scottto01,Tony Scott,2803,699,0.249375668926,0.252191980089,816.983577844,2422.54678928,0.999999999247,0.894105178922
4145,jacksda04,Damian Jackson,2209,536,0.242643730195,0.247203202039,653.983577844,1991.54678928,0.999999999248,0.894170626895
7473,rudijo01,Joe Rudi,5556,1468,0.264218862491,0.264660081916,1585.98357784,4406.54678928,0.999999999259,0.894235994019
4249,johnsdi01,Dick Johnston,2992,751,0.251002673797,0.253456578999,868.983577844,2559.54678928,0.999999999276,0.894301280442
935,brenlbo01,Bob Brenly,2615,647,0.24741873805,0.250688502427,764.983577844,2286.54678928,0.999999999293,0.894366486314
5979,moranhe01,Herbie Moran,2177,527,0.242076251723,0.246786333902,644.983577844,1968.54678928,0.999999999301,0.894431611784
821,bordepa01,Pat Borders,3282,831,0.253199268739,0.255203933854,948.983577844,2769.54678928,0.999999999318,0.894496657001
8896,virgioz02,Ozzie Virgil,2258,549,0.243135518158,0.247532403413,666.983577844,2027.54678928,0.999999999322,0.894561622114
4335,jonesma01,Mack Jones,3091,778,0.251698479456,0.253997410255,895.983577844,2631.54678928,0.999999999336,0.894626507269
1642,colemvi01,Vince Coleman,5406,1425,0.26359600444,0.264095089095,1542.98357784,4299.54678928,0.999999999348,0.894691312615
4885,leetr01,Travis Lee,3740,958,0.25614973262,0.257626183282,1075.98357784,3100.54678928,0.999999999356,0.894756038298
6554,parenfr01,Freddy Parent,4984,1306,0.262038523274,0.262701891033,1423.98357784,3996.54678928,0.999999999375,0.894820684466
8757,tuttlbi01,Bill Tuttle,4268,1105,0.258903467666,0.259958695642,1222.98357784,3481.54678928,0.999999999403,0.894885251264
2501,ellisma01,Mark Ellis,5117,1343,0.262458471761,0.263072943023,1460.98357784,4092.54678928,0.99999999942,0.89494973884
6362,oconnja01,Jack O'Connor,5380,1417,0.263382899628,0.263900208709,1534.98357784,4281.54678928,0.999999999423,0.895014147338
7035,randlle01,Lenny Randle,3950,1016,0.257215189873,0.258514927047,1133.98357784,3252.54678928,0.999999999425,0.895078476904
8870,venabwi01,Will Venable,2836,707,0.249294781382,0.252093482808,824.983577844,2447.54678928,0.999999999425,0.895142727683
7134,remseja01,Jack Remsen,2352,574,0.244047619048,0.248153502649,691.983577844,2096.54678928,0.999999999439,0.89520689982
1865,crispco01,Coco Crisp,5930,1572,0.265092748735,0.265448129576,1689.98357784,4676.54678928,0.99999999944,0.895270993459
4886,lefebji01,Jim Lefebvre,3014,756,0.250829462508,0.253289635174,873.983577844,2576.54678928,0.99999999944,0.895335008744
20,ackledu01,Dustin Ackley,2125,512,0.240941176471,0.245940312061,629.983577844,1931.54678928,0.999999999444,0.895398945818
4159,jacksso01,Sonny Jackson,3055,767,0.251063829787,0.25346581149,884.983577844,2606.54678928,0.999999999483,0.895462804826
6218,nelsoca01,Candy Nelson,3294,833,0.252884031573,0.254919135956,950.983577844,2779.54678928,0.999999999498,0.895526585908
5531,mcculcl01,Clyde McCullough,3121,785,0.251521948094,0.253823153891,902.983577844,2654.54678928,0.999999999512,0.895590289209
1412,causewa01,Wayne Causey,3244,819,0.252466091245,0.254578412452,936.983577844,2743.54678928,0.999999999515,0.895653914871
3479,halleto01,Tom Haller,3935,1011,0.256925031766,0.258258203199,1128.98357784,3242.54678928,0.999999999517,0.895717463034
4246,johnsda02,Davey Johnson,4797,1252,0.260996456118,0.261770445902,1369.98357784,3863.54678928,0.99999999953,0.895780933842
795,bondsbo01,Bobby Bonds,7043,1886,0.267783614937,0.267929064992,2003.98357784,5475.54678928,0.999999999539,0.895844327434
8574,thomafr03,Frank Thomas,6285,1671,0.265871121718,0.266157181495,1788.98357784,4932.54678928,0.999999999557,0.895907643952
8202,stairma01,Matt Stairs,5204,1366,0.262490392006,0.26309291525,1483.98357784,4156.54678928,0.99999999956,0.895970883536
8599,thompja01,Jason Thompson,4802,1253,0.260932944606,0.261711488101,1370.98357784,3867.54678928,0.999999999565,0.896034046327
3026,gedmari01,Rich Gedman,3159,795,0.251661918329,0.253921809754,912.983577844,2682.54678928,0.999999999567,0.896097132463
6022,morrilo01,Logan Morrison,2441,597,0.244571896764,0.248471253688,714.983577844,2162.54678928,0.999999999609,0.896160142086
6833,plouftr01,Trevor Plouffe,2638,651,0.246777862017,0.250114159244,768.983577844,2305.54678928,0.999999999609,0.896223075333
9201,wilkecu01,Curt Wilkerson,2452,600,0.244698205546,0.248563624609,717.983577844,2170.54678928,0.99999999961,0.896285932343
3183,gomezca01,Carlos Gomez,3910,1003,0.25652173913,0.257903082036,1120.98357784,3225.54678928,0.999999999613,0.896348713256
1165,bushra01,Randy Bush,3045,763,0.250574712644,0.253044921327,880.983577844,2600.54678928,0.999999999616,0.896411418208
7964,sizemte01,Ted Sizemore,5011,1311,0.261624426262,0.262317689217,1428.98357784,4018.54678928,0.999999999618,0.896474047338
980,brohaja01,Jack Brohamer,2500,613,0.2452,0.248927641283,730.983577844,2205.54678928,0.999999999625,0.896536600784
3718,hemslro01,Rollie Hemsley,5047,1321,0.261739647315,0.262419186456,1438.98357784,4044.54678928,0.999999999626,0.896599078682
589,bennech01,Charlie Bennett,3821,978,0.255953938759,0.25742237479,1095.98357784,3161.54678928,0.99999999963,0.896661481169
7359,roeniga01,Gary Roenicke,2708,670,0.24741506647,0.250588636727,787.983577844,2356.54678928,0.999999999632,0.896723808381
7783,servasc01,Scott Servais,2493,611,0.245086241476,0.248839741013,728.983577844,2200.54678928,0.999999999633,0.896786060455
8549,terwiwa01,Wayne Terwilliger,2091,501,0.239598278336,0.244896593883,618.983577844,1908.54678928,0.999999999661,0.896848237527
7097,reesepo01,Pokey Reese,2833,704,0.248499823509,0.251407231482,821.983577844,2447.54678928,0.999999999665,0.896910339732
5418,matthga02,Gary Matthews,4103,1056,0.257372654155,0.258613443,1173.98357784,3365.54678928,0.999999999674,0.896972367205
8735,trumbma01,Mark Trumbo,3167,796,0.251341964004,0.253635597519,913.983577844,2689.54678928,0.999999999675,0.897034320081
7727,sciosmi01,Mike Scioscia,4373,1131,0.258632517722,0.259689300723,1248.98357784,3560.54678928,0.9999999997,0.897096198494
2801,fosteed02,Eddie Foster,5652,1490,0.263623496108,0.264100444752,1607.98357784,4480.54678928,0.999999999703,0.897158002579
1364,caseydo01,Doc Casey,4341,1122,0.258465791292,0.259544886701,1239.98357784,3537.54678928,0.999999999703,0.897219732469
5522,mccovwi01,Willie McCovey,8197,2211,0.269732829084,0.269760280999,2328.98357784,6304.54678928,0.999999999713,0.897281388298
5100,lowenjo01,John Lowenstein,3476,881,0.253452243959,0.255329284148,998.983577844,2913.54678928,0.999999999714,0.897342970199
6501,owenmi01,Mickey Owen,3649,929,0.254590298712,0.256266257686,1046.98357784,3038.54678928,0.999999999715,0.897404478306
7793,sexsori01,Richie Sexson,4928,1286,0.260957792208,0.261716027641,1403.98357784,3960.54678928,0.999999999725,0.89746591275
4857,leachto01,Tommy Leach,7959,2143,0.269254931524,0.269308010212,2260.98357784,6134.54678928,0.999999999725,0.897527273664
3652,hayesfr01,Frankie Hayes,4493,1164,0.259069663922,0.260062010449,1281.98357784,3647.54678928,0.999999999732,0.897588561179
2441,earlyja01,Jake Early,2208,532,0.240942028986,0.245784123308,649.983577844,1994.54678928,0.999999999732,0.897649775428
5305,marioma01,Marty Marion,5506,1448,0.262985833636,0.263521342105,1565.98357784,4376.54678928,0.999999999747,0.897710916542
7132,reitzke01,Ken Reitz,4777,1243,0.260205149676,0.261048364929,1360.98357784,3852.54678928,0.999999999758,0.897771984651
3651,hayesch01,Charlie Hayes,5262,1379,0.262067654884,0.262696428974,1496.98357784,4201.54678928,0.999999999764,0.897832979887
7241,ripkebi01,Billy Ripken,2729,674,0.246976914621,0.250189853198,791.983577844,2373.54678928,0.999999999766,0.897893902379
1423,cedenro02,Ronny Cedeno,2565,629,0.24522417154,0.248867573031,746.983577844,2254.54678928,0.999999999767,0.897954752259
7096,reesepe01,Pee Wee Reese,8058,2170,0.269297592455,0.269347860207,2287.98357784,6206.54678928,0.99999999977,0.898015529655
5967,moralje01,Jerry Morales,4528,1173,0.259054770318,0.260041430383,1290.98357784,3673.54678928,0.999999999772,0.898076234696
9404,wynnema01,Marvell Wynne,2693,664,0.246565168957,0.249872500379,781.983577844,2347.54678928,0.999999999773,0.898136867513
1553,clarkja01,Jack Clark,6847,1826,0.266686139915,0.266901279992,1943.98357784,5339.54678928,0.999999999778,0.898197428234
7299,robinbi02,Bill Robinson,4364,1127,0.258249312557,0.259342923101,1244.98357784,3555.54678928,0.999999999779,0.898257916987
7735,scottge02,George Scott,7433,1992,0.267994080452,0.268120647537,2109.98357784,5759.54678928,0.999999999784,0.898318333901
5999,morgajo02,Joe Morgan,9277,2517,0.271316158241,0.271269402396,2634.98357784,7078.54678928,0.999999999784,0.898378679103
93,allenbo01,Bob Allen,2211,532,0.240615106287,0.245505617581,649.983577844,1997.54678928,0.999999999787,0.898438952721
4981,lindjo01,Jose Lind,3677,935,0.254283383193,0.255980504304,1052.98357784,3060.54678928,0.999999999808,0.898499154883
5675,mcraebr01,Brian McRae,5114,1336,0.261243644896,0.261953990281,1453.98357784,4096.54678928,0.99999999982,0.898559285716
4749,lairdge01,Gerald Laird,2452,597,0.243474714519,0.247525034177,714.983577844,2173.54678928,0.999999999826,0.898619345345
600,berarjo01,Johnny Berardino,3028,755,0.249339498018,0.251977464573,872.983577844,2591.54678928,0.999999999829,0.898679333898
4657,kopfla01,Larry Kopf,3010,750,0.249169435216,0.251842718731,867.983577844,2578.54678928,0.99999999983,0.898739251501
1325,carpehi01,Hick Carpenter,4637,1202,0.259219322838,0.260170627222,1319.98357784,3753.54678928,0.999999999831,0.898799098279
2325,downeto01,Tom Downey,2170,520,0.239631336406,0.244763531587,637.983577844,1968.54678928,0.999999999833,0.898858874357
2746,fletcsc01,Scott Fletcher,5258,1376,0.261696462533,0.262354133094,1493.98357784,4200.54678928,0.999999999835,0.898918579862
7064,rebouje01,Jeff Reboulet,2229,536,0.24046657694,0.245348387665,653.983577844,2011.54678928,0.999999999835,0.898978214918
8738,tuckemi01,Michael Tucker,4083,1047,0.256429096253,0.25776651183,1164.98357784,3354.54678928,0.999999999843,0.89903777965
3322,greenkh01,Khalil Greene,2567,628,0.244643552785,0.248368914798,745.983577844,2257.54678928,0.999999999845,0.899097274182
2624,farrasi01,Sid Farrar,3573,905,0.253288553037,0.255138004748,1022.98357784,2986.54678928,0.999999999853,0.899156698637
7594,santira01,Ramon Santiago,2436,592,0.24302134647,0.247163123485,709.983577844,2162.54678928,0.999999999853,0.899216053141
56,ageeto01,Tommie Agee,3912,999,0.25536809816,0.256864614834,1116.98357784,3231.54678928,0.999999999856,0.899275337815
7277,roberbo01,Bob Robertson,2385,578,0.242348008386,0.246668824108,695.983577844,2125.54678928,0.999999999857,0.899334552784
4435,kearnau01,Austin Kearns,3606,914,0.253466444814,0.255281589531,1031.98357784,3010.54678928,0.999999999857,0.89939369817
2728,flahejo01,John Flaherty,3372,849,0.251779359431,0.253899400722,966.983577844,2841.54678928,0.999999999864,0.899452774096
2338,doziebr01,Brian Dozier,2715,668,0.246040515654,0.249397431179,785.983577844,2365.54678928,0.999999999866,0.899511780684
6883,powelbo01,Boog Powell,6681,1776,0.265828468792,0.266101228959,1893.98357784,5223.54678928,0.999999999866,0.899570718056
7087,reedje02,Jeff Reed,3101,774,0.249596904224,0.252148670195,891.983577844,2645.54678928,0.99999999987,0.899629586334
2033,davenji01,Jim Davenport,4427,1142,0.257962502824,0.25906769008,1259.98357784,3603.54678928,0.999999999871,0.899688385639
6220,nelsoda01,Dave Nelson,2578,630,0.244375484872,0.248126071644,747.983577844,2266.54678928,0.999999999882,0.899747116092
1087,buddido01,Don Buddin,2289,551,0.240716470074,0.245450788556,668.983577844,2056.54678928,0.999999999887,0.899805777814
3080,gilbebi02,Billy Gilbert,2816,695,0.246803977273,0.249954185228,812.983577844,2439.54678928,0.999999999888,0.899864370927
812,boonebr01,Bret Boone,6683,1775,0.26559928176,0.265886017789,1892.98357784,5226.54678928,0.999999999898,0.899922895549
6195,navardi01,Dioner Navarro,3207,802,0.250077954475,0.252497848281,919.983577844,2723.54678928,0.999999999904,0.899981351802
2473,egandi01,Dick Egan,3080,767,0.249025974026,0.251663851994,884.983577844,2631.54678928,0.999999999904,0.900039739804
653,beschbo01,Bob Bescher,4536,1171,0.25815696649,0.259220855918,1288.98357784,3683.54678928,0.999999999904,0.900098059676
3461,hairssc01,Scott Hairston,2431,589,0.24228712464,0.246547895691,706.983577844,2160.54678928,0.999999999906,0.900156311536
3343,grichbo01,Bobby Grich,6890,1833,0.266037735849,0.266290246554,1950.98357784,5375.54678928,0.999999999907,0.900214495504
6983,quirkja01,Jamie Quirk,2266,544,0.240070609003,0.244949542805,661.983577844,2040.54678928,0.999999999908,0.900272611697
5895,moellda01,Danny Moeller,2538,618,0.243498817967,0.247428496942,735.983577844,2238.54678928,0.999999999911,0.900330660235
8301,stillku01,Kurt Stillwell,3125,779,0.24928,0.251853412826,896.983577844,2664.54678928,0.999999999913,0.900388641236
2182,devermi01,Mike Devereaux,3740,949,0.253743315508,0.255471284548,1066.98357784,3109.54678928,0.999999999913,0.900446554816
8224,stantle01,Leroy Stanton,2575,628,0.243883495146,0.247709133532,745.983577844,2265.54678928,0.999999999914,0.900504401095
8656,tollewa01,Wayne Tolleson,2322,559,0.240740740741,0.245414582313,676.983577844,2081.54678928,0.999999999914,0.900562180188
7077,redusga01,Gary Redus,3513,886,0.25220609166,0.254203281029,1003.98357784,2945.54678928,0.999999999915,0.900619892213
5814,milledo02,Dots Miller,5805,1526,0.262876830319,0.263394308951,1643.98357784,4597.54678928,0.999999999919,0.900677537287
289,avilaal01,Alex Avila,2253,540,0.239680426099,0.244646272036,657.983577844,2031.54678928,0.99999999992,0.900735115527
5916,mondari01,Rick Monday,6136,1619,0.263852672751,0.264279277663,1736.98357784,4835.54678928,0.999999999923,0.900792627047
9475,zaungr01,Gregg Zaun,3489,878,0.251648036687,0.253719493851,995.983577844,2929.54678928,0.999999999939,0.900850071965
1327,carrach01,Chico Carrasquel,4644,1199,0.258182601206,0.259221672282,1316.98357784,3763.54678928,0.999999999939,0.900907450395
2332,doylede01,Denny Doyle,3290,823,0.250151975684,0.252509300916,940.983577844,2785.54678928,0.999999999939,0.900964762454
580,benchjo01,Johnny Bench,7658,2048,0.267432750065,0.267586071039,2165.98357784,5928.54678928,0.999999999939,0.901022008256
6351,obriepe03,Pete O'Brien,5437,1421,0.261357366195,0.262020195973,1538.98357784,4334.54678928,0.99999999994,0.901079187916
5712,melilsk01,Ski Melillo,5063,1316,0.259924945684,0.260746551454,1433.98357784,4065.54678928,0.999999999941,0.901136301549
115,alleyge01,Gene Alley,3927,999,0.254392666157,0.255981621272,1116.98357784,3246.54678928,0.999999999943,0.901193349269
2608,fairlro01,Ron Fairly,7184,1913,0.266286191537,0.266514727978,2030.98357784,5589.54678928,0.999999999946,0.90125033119
5185,mackco01,Connie Mack,2695,659,0.24452690167,0.248116252041,776.983577844,2354.54678928,0.999999999947,0.901307247425
2855,fregoji01,Jim Fregosi,6523,1726,0.264602176912,0.264958047537,1843.98357784,5115.54678928,0.999999999948,0.901364098089
3421,guttedo01,Don Gutteridge,4202,1075,0.255830556878,0.257189989808,1192.98357784,3445.54678928,0.999999999948,0.901420883295
8922,wagnehe01,Heinie Wagner,3333,834,0.250225022502,0.252546997936,951.983577844,2817.54678928,0.999999999951,0.901477603155
3792,hershmi01,Mike Hershberger,3572,900,0.25195968645,0.253954313579,1017.98357784,2990.54678928,0.999999999951,0.901534257782
3458,hairsje02,Jerry Hairston,4387,1126,0.256667426487,0.257898983351,1243.98357784,3579.54678928,0.999999999954,0.901590847289
6589,pasquda01,Dan Pasqua,2620,638,0.243511450382,0.247333900548,755.983577844,2300.54678928,0.999999999954,0.901647371788
4559,kingje01,Jeff King,4262,1091,0.255983106523,0.257311006502,1208.98357784,3489.54678928,0.999999999956,0.901703831391
6060,mowremi01,Mike Mowrey,4291,1099,0.256117455139,0.257424803933,1216.98357784,3510.54678928,0.999999999956,0.901760226209
5308,marisro01,Roger Maris,5101,1325,0.25975298961,0.260582512813,1442.98357784,4094.54678928,0.999999999958,0.901816556355
8423,suzukku01,Kurt Suzuki,4191,1071,0.255547602004,0.256936958489,1188.98357784,3438.54678928,0.999999999958,0.901872821938
5772,meyerda01,Dan Meyer,3734,944,0.252811997858,0.2546399341,1061.98357784,3108.54678928,0.99999999996,0.901929023071
1665,collish01,Shano Collins,6390,1687,0.264006259781,0.264407170374,1804.98357784,5021.54678928,0.99999999996,0.901985159864
8717,treshmi01,Mike Tresh,3169,788,0.248658882928,0.251276091336,905.983577844,2699.54678928,0.99999999996,0.902041232427
3529,hanlone01,Ned Hanlon,5074,1317,0.259558533701,0.260407525636,1434.98357784,4075.54678928,0.999999999961,0.90209724087
5450,mayle01,Lee May,7609,2031,0.266920751741,0.267102786241,2148.98357784,5896.54678928,0.999999999964,0.902153185304
1599,clingbi01,Billy Clingman,2839,697,0.245508982036,0.248809654163,814.983577844,2460.54678928,0.999999999964,0.902209065838
4681,kraneed01,Ed Kranepool,5436,1418,0.260853568801,0.261553960869,1535.98357784,4336.54678928,0.999999999965,0.902264882581
6671,pennicl01,Cliff Pennington,2576,625,0.242624223602,0.246631066678,742.983577844,2269.54678928,0.999999999965,0.902320635643
4059,hummejo01,John Hummel,3906,991,0.253712237583,0.255377276401,1108.98357784,3233.54678928,0.999999999965,0.902376325132
8500,taverfr01,Frank Taveras,4043,1029,0.254513974771,0.256049961456,1146.98357784,3332.54678928,0.999999999965,0.902431951158
951,bridwal01,Al Bridwell,4169,1064,0.255217078436,0.25664440002,1181.98357784,3423.54678928,0.999999999965,0.902487513828
8722,trillma01,Manny Trillo,5950,1562,0.262521008403,0.263051059225,1679.98357784,4706.54678928,0.999999999967,0.902543013251
2711,fiskca01,Carlton Fisk,8756,2356,0.269072635907,0.269129769393,2473.98357784,6718.54678928,0.999999999967,0.902598449535
22,adairje01,Jerry Adair,4019,1022,0.254292112466,0.25585810979,1139.98357784,3315.54678928,0.999999999968,0.902653822787
8604,thompro01,Robby Thompson,4612,1187,0.257372072853,0.258487813868,1304.98357784,3743.54678928,0.999999999968,0.902709133115
7741,scottro01,Rodney Scott,2132,504,0.236397748593,0.242155430906,621.983577844,1946.54678928,0.999999999969,0.902764380626
2326,downibr01,Brian Downing,7853,2099,0.267286387368,0.267443809198,2216.98357784,6072.54678928,0.99999999997,0.902819565427
8902,vizquom01,Omar Vizquel,10586,2877,0.271774041186,0.271714704164,2994.98357784,8027.54678928,0.99999999997,0.902874687624
5172,macfami01,Mike Macfarlane,3602,906,0.251526929484,0.253553516938,1023.98357784,3014.54678928,0.999999999971,0.902929747325
9081,weisswa01,Walt Weiss,4686,1207,0.257575757576,0.258658023064,1324.98357784,3797.54678928,0.999999999972,0.902984744636
9225,williea02,Earl Williams,3058,756,0.247220405494,0.250100438693,873.983577844,2620.54678928,0.999999999972,0.903039679661
5842,milleot01,Otto Miller,2836,695,0.245063469676,0.248426595521,812.983577844,2459.54678928,0.999999999973,0.903094552508
939,bressed01,Eddie Bressoud,3672,925,0.251906318083,0.253858067155,1042.98357784,3065.54678928,0.999999999974,0.903149363281
7915,sierrru01,Ruben Sierra,8044,2152,0.26752859274,0.267670001707,2269.98357784,6210.54678928,0.999999999975,0.903204112087
3687,heffndo01,Don Heffner,2526,610,0.241488519398,0.245730334421,727.983577844,2234.54678928,0.999999999976,0.903258799029
7168,reynoha01,Harold Reynolds,4782,1233,0.257841907152,0.258881999874,1350.98357784,3867.54678928,0.999999999976,0.903313424213
644,berryke01,Ken Berry,4136,1053,0.254593810445,0.256090935178,1170.98357784,3401.54678928,0.999999999977,0.903367987744
7018,ramirra01,Rafael Ramirez,5494,1432,0.260647979614,0.261356654784,1549.98357784,4380.54678928,0.999999999977,0.903422489724
3114,gilliji01,Jim Gilliam,7119,1889,0.265346256497,0.265631064972,2006.98357784,5548.54678928,0.999999999979,0.90347693026
1645,colesda01,Darnell Coles,2891,709,0.245243860256,0.248527732764,826.983577844,2500.54678928,0.99999999998,0.903531309454
1238,callijo01,Johnny Callison,6652,1757,0.264131088394,0.26450949361,1874.98357784,5213.54678928,0.99999999998,0.903585627411
5598,mcgwima01,Mark McGwire,6187,1626,0.262809115888,0.263301212674,1743.98357784,4879.54678928,0.99999999998,0.903639884233
1153,burroje01,Jeff Burroughs,5536,1443,0.260657514451,0.26136050918,1560.98357784,4411.54678928,0.99999999998,0.903694080023
5347,martica01,Carmelo Martinez,2906,713,0.245354439092,0.248609133373,830.983577844,2511.54678928,0.99999999998,0.903748214886
8989,wambsbi01,Bill Wambsganss,5237,1359,0.259499713576,0.260328839765,1476.98357784,4196.54678928,0.999999999981,0.903802288922
3721,hendeke01,Ken Henderson,4553,1168,0.256534153306,0.257736396659,1285.98357784,3703.54678928,0.999999999981,0.903856302235
973,brockgr01,Greg Brock,3202,794,0.247970018738,0.250646136167,911.983577844,2726.54678928,0.999999999981,0.903910254928
8457,swoboro01,Ron Swoboda,2581,624,0.241766757071,0.245891006079,741.983577844,2275.54678928,0.999999999982,0.903964147101
9371,woodwwo01,Woody Woodward,2187,517,0.236396890718,0.242034011042,634.983577844,1988.54678928,0.999999999982,0.904017978857
3290,granted01,Eddie Grant,3385,844,0.249335302806,0.251727314827,961.983577844,2859.54678928,0.999999999983,0.904071750298
4376,joycema01,Matthew Joyce,2660,645,0.242481203008,0.246399514097,762.983577844,2333.54678928,0.999999999984,0.904125461524
5298,manwaki01,Kirt Manwaring,2982,733,0.245808182428,0.248932578171,850.983577844,2567.54678928,0.999999999984,0.904179112636
7947,simsdu01,Duke Sims,2422,580,0.239471511148,0.244175673581,697.983577844,2160.54678928,0.999999999985,0.904232703737
5070,lopesda01,Davey Lopes,6354,1671,0.26298394712,0.263452702679,1788.98357784,5001.54678928,0.999999999986,0.904286234925
6450,orourfr01,Frank O'Rourke,4069,1032,0.25362496928,0.255238225945,1149.98357784,3355.54678928,0.999999999987,0.904339706302
3400,guilloz01,Ozzie Guillen,6686,1764,0.263834878851,0.264229632004,1881.98357784,5240.54678928,0.999999999987,0.904393117968
5248,maldoca01,Candy Maldonado,4106,1042,0.253774963468,0.255360665553,1159.98357784,3382.54678928,0.999999999987,0.904446470023
3796,herzobu01,Buck Herzog,5284,1370,0.25927327782,0.260112871072,1487.98357784,4232.54678928,0.999999999988,0.904499762566
1796,coughbi01,Bill Coughlin,3854,972,0.252205500778,0.254044018939,1089.98357784,3200.54678928,0.999999999988,0.904552995697
9239,willijo03,Josh Willingham,3912,988,0.252556237219,0.254335024588,1105.98357784,3242.54678928,0.999999999988,0.904606169516
5071,lopezal01,Al Lopez,5916,1547,0.261494252874,0.262097696764,1664.98357784,4687.54678928,0.999999999988,0.904659284121
2844,freehbi01,Bill Freehan,6073,1591,0.261979252429,0.262535618003,1708.98357784,4800.54678928,0.999999999988,0.904712339611
9200,wilkebr01,Brad Wilkerson,3187,788,0.24725447129,0.250027869523,905.983577844,2717.54678928,0.999999999989,0.904765336085
5717,meltobi01,Bill Melton,3971,1004,0.252833039537,0.254560600697,1121.98357784,3285.54678928,0.999999999989,0.904818273642
8358,stubbdr01,Drew Stubbs,2812,685,0.24359886202,0.247183645248,802.983577844,2445.54678928,0.999999999989,0.904871152378
7687,schmimi01,Mike Schmidt,8352,2234,0.267480842912,0.267619667862,2351.98357784,6436.54678928,0.99999999999,0.904923972394
5443,mayda01,Dave May,3670,920,0.25068119891,0.252764130555,1037.98357784,3068.54678928,0.999999999991,0.904976733785
7689,schnebr01,Brian Schneider,3165,781,0.246761453397,0.249611550149,898.983577844,2702.54678928,0.999999999991,0.905029436651
558,bellja01,Jay Bell,7398,1963,0.26534198432,0.265616888356,2080.98357784,5753.54678928,0.999999999991,0.905082081087
6008,moriage02,George Moriarty,3671,920,0.250612912013,0.25270259379,1037.98357784,3069.54678928,0.999999999992,0.905134667192
3636,hattogr01,Grady Hatton,4206,1068,0.25392296719,0.255460596713,1185.98357784,3456.54678928,0.999999999992,0.905187195061
6443,ordonre01,Rey Ordonez,3115,767,0.246227929374,0.249183728242,884.983577844,2666.54678928,0.999999999992,0.905239664793
5867,milnejo01,John Milner,3436,855,0.248835855646,0.251252665726,972.983577844,2899.54678928,0.999999999992,0.905292076483
9403,wynegbu01,Butch Wynegar,4330,1102,0.254503464203,0.255947929391,1219.98357784,3546.54678928,0.999999999992,0.905344430227
6693,perezma01,Marty Perez,3131,771,0.246247205366,0.249187389135,888.983577844,2678.54678928,0.999999999992,0.905396726122
2535,epstemi01,Mike Epstein,2854,695,0.243517869657,0.24706764173,812.983577844,2477.54678928,0.999999999993,0.905448964263
