,playerID,Name,AB,H,average,Empirical Bayes Estimate,alpha1,beta1,PEP,Cumulative Mean
3217,goochjo01,Johnny Gooch,2363,662,0.280152348709,0.278612294049,779.983577844,2019.54678928,0.993665386852,0.65852673454
7309,robinfl01,Floyd Robinson,3284,929,0.282886723508,0.28140707763,1046.98357784,2673.54678928,0.993704090699,0.659195751219
2265,doerrbo01,Bobby Doerr,7093,2042,0.28788946849,0.286868300216,2159.98357784,5369.54678928,0.993802910432,0.659862299345
7691,schoere01,Red Schoendienst,8479,2449,0.288831230098,0.287922700293,2566.98357784,6348.54678928,0.993816387658,0.660526223974
346,baldero01,Rocco Baldelli,1910,531,0.278010471204,0.276571565805,648.983577844,1697.54678928,0.993833375655,0.661187547688
4491,kempma01,Matt Kemp,5288,1513,0.286119515885,0.284911333026,1630.98357784,4093.54678928,0.993922347589,0.66184642848
1754,coopewa01,Walker Cooper,4702,1341,0.285197788175,0.283930126633,1458.98357784,3679.54678928,0.994318432245,0.662503487776
3215,gonzato01,Tony Gonzalez,5195,1485,0.285851780558,0.284644399186,1602.98357784,4028.54678928,0.994319222881,0.663157956681
2190,devorjo01,Josh Devore,1874,520,0.277481323372,0.276119970948,637.983577844,1672.54678928,0.994320252424,0.663809850964
4367,josefe01,Felix Jose,2527,708,0.280174119509,0.278716083698,825.983577844,2137.54678928,0.994645659797,0.664459823084
2569,ethiean01,Andre Ethier,4766,1359,0.285144775493,0.283897156503,1476.98357784,3725.54678928,0.994648295927,0.665107251462
6357,ochoaal01,Alex Ochoa,2143,597,0.278581427905,0.277175871607,714.983577844,1864.54678928,0.994692053157,0.665752231504
7763,segurje01,Jean Segura,2449,685,0.27970600245,0.27827937179,802.983577844,2082.54678928,0.994920335625,0.666395137958
8263,stengca01,Casey Stengel,4288,1219,0.284281716418,0.28298761442,1336.98357784,3387.54678928,0.994922817301,0.667035542791
2430,dykstle01,Lenny Dykstra,4559,1298,0.284711559553,0.283450099145,1415.98357784,3579.54678928,0.994927261324,0.667673464422
321,baineha01,Harold Baines,9908,2866,0.289261203068,0.288460033655,2983.98357784,7360.54678928,0.994971175976,0.668308993959
3398,guillca01,Carlos Guillen,4673,1331,0.28482773379,0.283584492847,1448.98357784,3660.54678928,0.99504141209,0.66894219632
8150,spande01,Denard Span,4392,1249,0.284380692168,0.283105515325,1366.98357784,3461.54678928,0.995066916546,0.669572998487
7755,seedsbo01,Bob Seeds,1937,537,0.27723283428,0.275953317016,654.983577844,1718.54678928,0.99511059322,0.670201449442
2919,galaran01,Andres Galarraga,8096,2333,0.288166996047,0.287251667722,2450.98357784,6081.54678928,0.995112493189,0.670827482281
1082,bucknbi01,Bill Buckner,9397,2715,0.288921996382,0.288094252225,2832.98357784,7000.54678928,0.995192612655,0.671451261378
4382,judniwa01,Wally Judnich,2786,782,0.280689160086,0.279278540561,899.983577844,2322.54678928,0.995202355856,0.67207266463
4020,hoydu01,Dummy Hoy,7112,2044,0.287401574803,0.286411191675,2161.98357784,5386.54678928,0.995219283997,0.672691719457
4495,kendaja01,Jason Kendall,7627,2195,0.287793365675,0.286845026004,2312.98357784,5750.54678928,0.995232261083,0.673308431773
1538,clarkbr02,Brady Clark,2015,559,0.277419354839,0.276147335119,676.983577844,1774.54678928,0.995394725955,0.673923100274
1829,craigal01,Allen Craig,1831,506,0.276351720371,0.275182016035,623.983577844,1643.54678928,0.995433223035,0.674535500508
5884,mitchke01,Kevin Mitchell,4134,1173,0.283744557329,0.282458155651,1290.98357784,3279.54678928,0.995439159682,0.67514558351
42,adamssp01,Sparky Adams,5557,1588,0.285765700918,0.284637513009,1705.98357784,4287.54678928,0.995504403313,0.675753475009
8066,smithre06,Reggie Smith,7033,2020,0.287217403668,0.286227309183,2137.98357784,5331.54678928,0.995508987937,0.676359072571
1207,cabreme01,Melky Cabrera,5630,1609,0.285790408526,0.284674018481,1726.98357784,4339.54678928,0.995628368171,0.676962606211
3830,highan01,Andy High,4400,1250,0.284090909091,0.28284399642,1367.98357784,3468.54678928,0.995638955441,0.677563882342
3564,harpebr03,Bryce Harper,2336,651,0.278681506849,0.277358036169,768.983577844,2003.54678928,0.995696033971,0.678163001271
5963,moorera01,Randy Moore,2253,627,0.278295605859,0.276993926877,744.983577844,1944.54678928,0.995726485107,0.678759925113
872,boyerke01,Ken Boyer,7455,2143,0.287458081824,0.286507619265,2260.98357784,5630.54678928,0.995737032949,0.67935462888
3606,hartmfr01,Fred Hartman,2236,622,0.278175313059,0.276885002673,739.983577844,1932.54678928,0.995778969422,0.679947183825
2966,garcida01,Damaso Garcia,3914,1108,0.283086356668,0.2818009471,1225.98357784,3124.54678928,0.995853469577,0.680537662864
6407,oliveto01,Tom Oliver,1931,534,0.276540652512,0.275385518555,651.983577844,1715.54678928,0.995874354715,0.681125977587
1383,castijo01,John Castino,2320,646,0.278448275862,0.277154058216,763.983577844,1992.54678928,0.995896402744,0.681712142252
2662,fernato01,Tony Fernandez,7911,2276,0.287700669953,0.286789442213,2393.98357784,5953.54678928,0.9959581088,0.682296242562
7983,slaugdo01,Don Slaught,4063,1151,0.283288210682,0.28202578365,1268.98357784,3230.54678928,0.995990292312,0.682878235233
1332,carrema01,Mark Carreon,2012,557,0.276838966203,0.27566886117,674.983577844,1773.54678928,0.996035544631,0.683458156176
2820,foxne01,Nellie Fox,9232,2663,0.288453206239,0.287632501761,2780.98357784,6887.54678928,0.99617906737,0.684036198526
2565,estrajo01,Johnny Estrada,2079,576,0.277056277056,0.275879626386,693.983577844,1821.54678928,0.996179480131,0.68461210864
2312,doughpa01,Patsy Dougherty,4558,1294,0.28389644581,0.282705975148,1411.98357784,3582.54678928,0.996391316688,0.68518628766
5852,millewa02,Ward Miller,2244,623,0.277629233512,0.276431704312,740.983577844,1939.54678928,0.996425471364,0.685758418513
9286,wilsoji01,Jimmie Wilson,4778,1358,0.284219338635,0.283052062972,1475.98357784,3738.54678928,0.996425484108,0.686328449826
9324,witekmi01,Mickey Witek,2147,595,0.277130880298,0.275972594291,712.983577844,1870.54678928,0.996456127293,0.686896449235
9145,whitebi03,Bill White,5972,1706,0.285666443403,0.284618075183,1823.98357784,4584.54678928,0.996579443889,0.687462597306
1138,burnsge01,George Burns,7241,2077,0.286838834415,0.285897088372,2194.98357784,5482.54678928,0.996661070363,0.688026828096
8277,stephve01,Vern Stephens,6497,1859,0.286132060951,0.285133759162,1976.98357784,4956.54678928,0.99671732373,0.688589105866
9439,youngde03,Delmon Young,4108,1162,0.282862706913,0.28165365273,1279.98357784,3264.54678928,0.996734397046,0.689149370031
7801,shaffor01,Orator Shafer,3552,1000,0.281531531532,0.280299627918,1117.98357784,2870.54678928,0.996906182221,0.68970791234
1909,cruiswa01,Walton Cruise,2321,644,0.27746660922,0.276328263482,761.983577844,1995.54678928,0.996928532295,0.690264471434
3051,gessldo01,Doc Gessler,2969,831,0.279892219603,0.278659555353,948.983577844,2456.54678928,0.996949137286,0.690819054917
4802,larkeno01,Norm Larker,1953,538,0.275473630312,0.274524059987,655.983577844,1733.54678928,0.996995492134,0.691371719966
8561,theriry01,Ryan Theriot,3246,911,0.280653111522,0.279422971507,1028.98357784,2653.54678928,0.997007854203,0.691922415703
7457,rowelba01,Bama Rowell,1901,523,0.275118358759,0.274214011018,640.983577844,1696.54678928,0.997026346159,0.69247116378
5907,molinya01,Yadier Molina,5591,1593,0.284922196387,0.283861461267,1710.98357784,4316.54678928,0.997044114663,0.693017973386
8538,templjo01,Johnny Temple,5218,1484,0.284400153315,0.283309748792,1601.98357784,4052.54678928,0.997091241366,0.693562907558
5727,menosmi01,Mike Menosky,2465,685,0.277890466531,0.276744847114,802.983577844,2098.54678928,0.997115368029,0.694105935216
88,alfoned01,Edgardo Alfonzo,5385,1532,0.284493964717,0.283427805713,1649.98357784,4171.54678928,0.997268009866,0.694647296063
5012,litwhda01,Danny Litwhiler,3494,982,0.281053234116,0.27985627259,1099.98357784,2830.54678928,0.997275717221,0.695186740664
2897,fullmbr01,Brad Fullmer,2789,778,0.27895302976,0.277778683152,895.983577844,2329.54678928,0.997281282587,0.695724275436
1596,clinege01,Gene Clines,2328,645,0.27706185567,0.275990304508,762.983577844,2001.54678928,0.997306471069,0.696259945411
3521,haneyfr01,Fred Haney,1977,544,0.275164390491,0.274280194218,661.983577844,1751.54678928,0.997344960752,0.696793784091
3877,hockeor01,Oris Hockett,2165,598,0.276212471132,0.275216306099,715.983577844,1885.54678928,0.997345128316,0.697325733372
6528,pafkoan01,Andy Pafko,6292,1796,0.285441830896,0.284457893985,1913.98357784,4814.54678928,0.997444574111,0.697855978674
1808,covinwe01,Wes Covington,2978,832,0.279382135662,0.278217932103,949.983577844,2464.54678928,0.997468653859,0.698384396091
7908,siebedi01,Dick Siebert,3917,1104,0.281848353332,0.280687964663,1221.98357784,3131.54678928,0.99746930094,0.698910954022
1480,chiozlo01,Lou Chiozza,2288,633,0.276660839161,0.275637807861,750.983577844,1973.54678928,0.997473494912,0.699435668505
8448,sweenry01,Ryan Sweeney,2118,584,0.275731822474,0.274799464856,701.983577844,1852.54678928,0.997516823532,0.6999586179
5053,loneyja01,James Loney,5023,1425,0.283695002986,0.282622034147,1542.98357784,3916.54678928,0.997615441634,0.700479908309
8353,strunam01,Amos Strunk,4999,1418,0.283656731346,0.282582098545,1535.98357784,3899.54678928,0.997617738581,0.70099938004
7031,randajo01,Joe Randa,5428,1543,0.284266764923,0.283225335,1660.98357784,4203.54678928,0.997619341472,0.701517041404
8166,spencst01,Stan Spence,3871,1090,0.281580986825,0.280435301644,1207.98357784,3099.54678928,0.997635730708,0.702032927622
6542,palmera01,Rafael Palmeiro,10472,3020,0.288388082506,0.287663275642,3137.98357784,7770.54678928,0.997642942703,0.702547031996
135,aloufe01,Felipe Alou,7339,2101,0.286278784576,0.285380350031,2218.98357784,5556.54678928,0.997673292529,0.703059403976
2283,donaljo02,Josh Donaldson,2690,748,0.278066914498,0.276979103402,865.983577844,2260.54678928,0.99771710494,0.703570075902
6519,pacioto01,Tom Paciorek,4121,1162,0.281970395535,0.280850257648,1279.98357784,3277.54678928,0.997769534186,0.704079071504
8463,tablepa01,Pat Tabler,3911,1101,0.281513679366,0.280385293468,1218.98357784,3128.54678928,0.997781526005,0.70458632963
7137,rendoan01,Anthony Rendon,1842,504,0.273615635179,0.272975768425,621.983577844,1656.54678928,0.997795184863,0.705091862139
5567,mcganda01,Dan McGann,5222,1482,0.283799310609,0.282756029223,1599.98357784,4058.54678928,0.997819530296,0.705595696335
3239,gordosi01,Sid Gordon,4992,1415,0.283453525641,0.282393847721,1532.98357784,3895.54678928,0.997823301365,0.706097805622
1428,cervbo01,Bob Cerv,2261,624,0.275984077842,0.275060324394,741.983577844,1955.54678928,0.997857218468,0.706598250584
8890,vinafe01,Fernando Vina,4240,1196,0.282075471698,0.280974028755,1313.98357784,3362.54678928,0.997892714083,0.707097042474
1516,cintral01,Alex Cintron,2056,565,0.274805447471,0.274012139171,682.983577844,1809.54678928,0.997897566158,0.707594137386
6668,pencehu01,Hunter Pence,5354,1520,0.283899887934,0.282872806806,1637.98357784,4152.54678928,0.997909334815,0.708089555812
6795,pietto01,Tony Piet,2585,717,0.277369439072,0.276344592439,834.983577844,2186.54678928,0.997919375372,0.708583303375
7653,schanwa01,Wally Schang,5307,1506,0.283776144715,0.282750063818,1623.98357784,4119.54678928,0.997967468697,0.709075453316
9433,youklke01,Kevin Youkilis,3749,1053,0.280874899973,0.279769461725,1170.98357784,3014.54678928,0.99801219249,0.709566008051
3723,hendest01,Steve Henderson,3484,976,0.280137772675,0.27903968989,1093.98357784,2826.54678928,0.998066796792,0.710054992439
5457,maypi01,Pinky May,2215,610,0.27539503386,0.274552230995,727.983577844,1923.54678928,0.998074281675,0.710542334722
1873,cromawa01,Warren Cromartie,3927,1104,0.281130634072,0.280044705785,1221.98357784,3141.54678928,0.998135802465,0.711028134498
3223,goodmiv01,Ival Goodman,3928,1104,0.281059063136,0.279980542019,1221.98357784,3142.54678928,0.99819273485,0.711512391835
2647,felixgu01,Gus Felix,2046,561,0.274193548387,0.273504641408,678.983577844,1803.54678928,0.998209190394,0.711995046378
4685,kreevmi01,Mike Kreevich,4676,1321,0.28250641574,0.281462108685,1438.98357784,3673.54678928,0.998218872857,0.712476094826
5414,matsuhi01,Hideki Matsui,4442,1253,0.282080144079,0.281023889302,1370.98357784,3507.54678928,0.998220971127,0.712955532537
2552,escobyu01,Yunel Escobar,4965,1405,0.282980866062,0.281954089736,1522.98357784,3878.54678928,0.998225261662,0.71343337128
9168,whitero02,Rondell White,5357,1519,0.283554228113,0.28255372357,1636.98357784,4156.54678928,0.998241428584,0.713909638934
5286,mannle01,Les Mann,4716,1332,0.282442748092,0.281411942198,1449.98357784,3702.54678928,0.998325970184,0.714384457517
5206,maddoga01,Garry Maddox,6331,1802,0.284631179908,0.283705203182,1919.98357784,4847.54678928,0.998383190962,0.71485778874
9360,woodlge01,Gene Woodling,5587,1585,0.283694290317,0.2827218382,1702.98357784,4320.54678928,0.998395153031,0.71532956472
5242,majesha01,Hank Majeski,3421,956,0.279450453084,0.278412216012,1073.98357784,2783.54678928,0.998420977232,0.715799816236
4798,laporfr01,Frank LaPorte,4212,1185,0.281339031339,0.28030011099,1302.98357784,3345.54678928,0.998435000999,0.716268531302
5519,mccormi02,Mike McCormick,2325,640,0.275268817204,0.274479537458,757.983577844,2003.54678928,0.998450027421,0.716735719209
637,berroge01,Geronimo Berroa,2506,692,0.276137270551,0.27526770391,809.983577844,2132.54678928,0.998450408772,0.717201363324
2260,dobyla01,Larry Doby,5348,1515,0.283283470456,0.282301842017,1632.98357784,4151.54678928,0.998454521203,0.717665477446
9315,winnra01,Randy Winn,6186,1759,0.284351762043,0.283423929192,1876.98357784,4745.54678928,0.998479080051,0.718128102821
6836,podsesc01,Scott Podsednik,3906,1096,0.280593958013,0.279556727349,1213.98357784,3128.54678928,0.998483858456,0.718589214261
3370,groatdi01,Dick Groat,7484,2138,0.285676109033,0.284827337726,2255.98357784,5664.54678928,0.998485441671,0.719048813978
4251,johnsdo02,Don Johnson,1935,528,0.272868217054,0.272391020921,645.983577844,1725.54678928,0.998500552332,0.719506931582
1420,cedence01,Cesar Cedeno,7310,2087,0.285499316005,0.284641442471,2204.98357784,5541.54678928,0.998502094419,0.719963552143
8370,stynech01,Chris Stynes,2326,640,0.275150472915,0.274380179442,757.983577844,2004.54678928,0.998509940285,0.7204186933
7959,sisledi01,Dick Sisler,2606,720,0.276285495012,0.275423242082,837.983577844,2204.54678928,0.998597442539,0.720872492238
5571,mcgeami01,Mike McGeary,2481,684,0.27569528416,0.274884397737,801.983577844,2115.54678928,0.998610334844,0.721324834002
8644,titusjo01,John Titus,4960,1401,0.282459677419,0.281474109198,1518.98357784,3877.54678928,0.998615133478,0.721775712537
6612,pauliro01,Ronny Paulino,1867,508,0.272094268881,0.271749652958,625.983577844,1677.54678928,0.998621804548,0.722225138011
6807,pinelba01,Babe Pinelli,2617,723,0.276270538785,0.275413530155,840.983577844,2212.54678928,0.998627289016,0.722673115566
520,beckegl01,Glenn Beckert,5208,1473,0.282834101382,0.281862878639,1590.98357784,4053.54678928,0.998629856511,0.723119647509
8821,valenel01,Ellis Valentine,3166,881,0.278269109286,0.277300529362,998.983577844,2603.54678928,0.998653881986,0.723564775513
5794,milancl01,Clyde Milan,7359,2100,0.285364859356,0.284519907356,2217.98357784,5577.54678928,0.998655305288,0.724008469916
3737,henrito01,Tommy Henrich,4603,1297,0.281772756898,0.280776872995,1414.98357784,3624.54678928,0.998655507203,0.724450735676
5154,lynchje01,Jerry Lynch,2879,798,0.277179576242,0.276270604223,915.983577844,2399.54678928,0.998697041752,0.724891646136
1691,coninje01,Jeff Conine,6957,1982,0.284892913612,0.28402988472,2099.98357784,5293.54678928,0.998718790892,0.725331176064
9342,wolveha01,Harry Wolverton,3001,833,0.277574141953,0.276647324178,950.983577844,2486.54678928,0.998721335598,0.725769301319
6898,powervi01,Vic Power,6046,1716,0.283824015878,0.282911683244,1833.98357784,4648.54678928,0.998748955958,0.726206068767
8830,valoel01,Elmer Valo,5029,1420,0.282362298668,0.28139695044,1537.98357784,3927.54678928,0.998751976899,0.726641445617
1117,burkeed01,Eddie Burke,3508,979,0.279076396807,0.278102454728,1096.98357784,2847.54678928,0.998769091082,0.727075461
9083,welchfr01,Frank Welch,2310,634,0.274458874459,0.273794015477,751.983577844,1994.54678928,0.998774997333,0.727508103574
6030,morsemi01,Mike Morse,2533,698,0.275562574023,0.274785395994,815.983577844,2153.54678928,0.998775437873,0.727939371196
9054,weavefa01,Farmer Weaver,3082,856,0.277741726152,0.276815453107,973.983577844,2544.54678928,0.998775481912,0.728369269785
6336,oakesre01,Rebel Oakes,3619,1011,0.279358938933,0.278381241328,1128.98357784,2926.54678928,0.998780642916,0.728797813958
1027,brownji03,Jimmy Brown,3512,980,0.279043280182,0.278073985954,1097.98357784,2850.54678928,0.998791276958,0.729225018804
4321,jonesfi01,Fielder Jones,6747,1920,0.284570920409,0.283702229084,2037.98357784,5145.54678928,0.99879370522,0.729650877708
4282,johnsre02,Reed Johnson,3630,1014,0.279338842975,0.278365947294,1131.98357784,2934.54678928,0.99880565973,0.730075412065
3096,gilesma01,Marcus Giles,2934,813,0.277096114519,0.27621278447,930.983577844,2439.54678928,0.998828788669,0.730498645729
7570,sandera01,Ray Sanders,2182,597,0.273602199817,0.273047655594,714.983577844,1903.54678928,0.99882960145,0.730920549747
9303,wilsowi02,Willie Wilson,7731,2207,0.285474065451,0.284661761063,2324.98357784,5842.54678928,0.998830867006,0.731341131093
7142,renteed01,Edgar Renteria,8142,2327,0.285802014247,0.285011939483,2444.98357784,6133.54678928,0.998846217644,0.731760418063
6437,ontivst01,Steve Ontiveros,2193,600,0.273597811218,0.27304631535,717.983577844,1911.54678928,0.998854679254,0.732178405952
2102,deckege01,George Decker,2727,753,0.276127612761,0.275320125546,870.983577844,2292.54678928,0.998892624671,0.732595146918
1361,casege01,George Case,5016,1415,0.282097288676,0.28115085559,1532.98357784,3919.54678928,0.99889475638,0.733010590927
766,bochtbr01,Bruce Bochte,5233,1478,0.282438371871,0.281501901304,1595.98357784,4073.54678928,0.998901118968,0.733424750628
6466,ortizda01,David Ortiz,8640,2472,0.286111111111,0.285349519374,2589.98357784,6486.54678928,0.998906687496,0.733837630779
2857,freigho01,Howard Freigau,1974,537,0.272036474164,0.271717621474,654.983577844,1755.54678928,0.998913859185,0.734249239829
3748,hermage01,Gene Hermanski,1960,533,0.27193877551,0.271635856059,650.983577844,1745.54678928,0.998913974453,0.734659572751
1367,cashda01,Dave Cash,5554,1571,0.282859200576,0.281942244566,1688.98357784,4301.54678928,0.998937170667,0.7350686712
1141,burnsja02,Jack Burns,3516,980,0.278725824801,0.277792572317,1097.98357784,2854.54678928,0.998944699927,0.735476516685
4313,jonescl01,Cleon Jones,4263,1196,0.280553600751,0.279598912061,1313.98357784,3385.54678928,0.998954934084,0.735883119181
6541,palmeor01,Orlando Palmeiro,2335,640,0.27408993576,0.273489183751,757.983577844,2013.54678928,0.998960862442,0.736288477799
8502,taverwi01,Willy Taveras,2412,662,0.274461028192,0.273819646386,779.983577844,2068.54678928,0.998971668803,0.736692605785
519,beckebe01,Beals Becker,2764,763,0.276049204052,0.27526174627,880.983577844,2319.54678928,0.998981961882,0.737095508022
3381,grothjo01,Johnny Groth,3808,1064,0.279411764706,0.27847216903,1181.98357784,3062.54678928,0.998990143894,0.737497186911
2041,davisal01,Alvin Davis,4240,1189,0.280424528302,0.279477192543,1306.98357784,3369.54678928,0.998992519361,0.737897639181
4762,lambmi01,Mike Lamb,2706,746,0.275683665928,0.274932451531,863.983577844,2278.54678928,0.999025580523,0.738296917379
6529,paganan01,Angel Pagan,4084,1143,0.279872673849,0.278945936746,1260.98357784,3259.54678928,0.999081162842,0.738695061265
7951,singlch01,Chris Singleton,2230,609,0.273094170404,0.272632776588,726.983577844,1939.54678928,0.99909108288,0.73909200642
3109,gillepe01,Patrick Gillespie,2927,809,0.276392210454,0.27559839712,926.983577844,2436.54678928,0.999092324576,0.739487745108
2461,edmonji01,Jim Edmonds,6858,1949,0.284193642461,0.283360747549,2066.98357784,5227.54678928,0.999101068065,0.739882294231
4373,joshuvo01,Von Joshua,2234,610,0.273052820054,0.27259887654,727.983577844,1942.54678928,0.999110097108,0.740275659638
8650,toddal01,Al Todd,2785,768,0.275763016158,0.275019471145,885.983577844,2335.54678928,0.99911251692,0.740667836694
5525,mccraqu01,Quinton McCracken,2462,675,0.274167343623,0.273581255811,792.983577844,2105.54678928,0.999147359538,0.741058879845
4350,jordabr01,Brian Jordan,5160,1454,0.281782945736,0.280885383394,1571.98357784,4024.54678928,0.999167647192,0.741448772243
1406,castrst01,Starlin Castro,4101,1147,0.279687881005,0.278782393835,1264.98357784,3272.54678928,0.999171002818,0.741837493556
8878,vernomi01,Mickey Vernon,8731,2495,0.285763371893,0.285025898274,2612.98357784,6554.54678928,0.999175825139,0.742225051285
427,barrema02,Marty Barrett,3378,938,0.277679100059,0.276831870824,1055.98357784,2758.54678928,0.999188513869,0.742611462507
7976,skowrbi01,Bill Skowron,5547,1566,0.282314764738,0.281436455491,1683.98357784,4299.54678928,0.999202265909,0.742996733983
8698,trammal01,Alan Trammell,8288,2365,0.285352316602,0.284597963829,2482.98357784,6241.54678928,0.999207087527,0.743380857452
2525,ennisde01,Del Ennis,7254,2063,0.284394816653,0.283593390017,2180.98357784,5509.54678928,0.999211552452,0.743763837534
2570,ettenni01,Nick Etten,3320,921,0.277409638554,0.276580641258,1038.98357784,2717.54678928,0.999216317696,0.744145679806
8825,valenjo02,John Valentin,3917,1093,0.279040081695,0.278161279634,1210.98357784,3142.54678928,0.999243068804,0.744526422178
1102,bumbral01,Al Bumbry,5053,1422,0.281416980012,0.280531024488,1539.98357784,3949.54678928,0.999243676713,0.744906030605
8533,tejadmi01,Miguel Tejada,8434,2407,0.285392459094,0.284648546743,2524.98357784,6345.54678928,0.999248908968,0.745284517031
8227,staplda01,Dave Stapleton,2028,550,0.271203155819,0.271038891123,667.983577844,1796.54678928,0.999249823066,0.745661880042
2677,fieldpr01,Prince Fielder,5821,1645,0.28259749184,0.281737918062,1762.98357784,4494.54678928,0.999251678849,0.746038126034
9364,woodsal01,Al Woods,1986,538,0.270896273917,0.270784460227,655.983577844,1766.54678928,0.999251971836,0.746413257657
634,berrayo01,Yogi Berra,7555,2150,0.284579748511,0.283798405769,2267.98357784,5723.54678928,0.999265726832,0.746787299771
2476,eggleda01,Dave Eggler,2546,698,0.274155538099,0.273587684752,815.983577844,2166.54678928,0.999267313462,0.74716023923
3976,hosmeer01,Eric Hosmer,3388,940,0.277449822904,0.276630978522,1057.98357784,2766.54678928,0.999272235087,0.747532085832
290,avilabo01,Bobby Avila,4620,1296,0.280519480519,0.279635140142,1413.98357784,3642.54678928,0.999278274072,0.74790284605
6166,myershy01,Hi Myers,4910,1380,0.281059063136,0.280178634551,1497.98357784,3848.54678928,0.999283069235,0.748272522849
2350,dressch01,Chuck Dressen,2215,603,0.27223476298,0.271912246144,720.983577844,1930.54678928,0.999294209131,0.748641130318
1489,choosh01,Shin-Soo Choo,4310,1206,0.279814385151,0.278937134168,1323.98357784,3422.54678928,0.999296768202,0.749008660579
9444,younger01,Eric Young,6119,1731,0.282889361007,0.282049426103,1848.98357784,4706.54678928,0.999298826441,0.74937511763
136,alouje01,Jesus Alou,4345,1216,0.279861910242,0.27898674178,1333.98357784,3447.54678928,0.999306748939,0.749740514752
5662,mcneeea01,Earl McNeely,2254,614,0.27240461402,0.272059214343,731.983577844,1958.54678928,0.999309539619,0.750104849094
5125,lumleha01,Harry Lumley,2653,728,0.274406332454,0.27382271003,845.983577844,2243.54678928,0.99933351076,0.750468156181
6142,murraed02,Eddie Murray,11336,3255,0.287138320395,0.286513049672,3372.98357784,8399.54678928,0.999336737726,0.750830410303
4243,johnsch05,Chris Johnson,2811,773,0.274991106368,0.274357273719,890.983577844,2356.54678928,0.99936316482,0.751191649772
9434,youngba01,Babe Young,2403,656,0.272992093217,0.272574502744,773.983577844,2065.54678928,0.9993691864,0.75155184939
2923,gallada01,Dave Gallagher,2081,564,0.271023546372,0.270893883447,681.983577844,1835.54678928,0.999369322828,0.751911005148
4871,leeca01,Carlos Lee,7983,2273,0.284730051359,0.283980634737,2390.98357784,6028.54678928,0.999376336821,0.752269131533
1456,chapmra01,Ray Chapman,3785,1053,0.27820343461,0.277383668009,1170.98357784,3050.54678928,0.99939314189,0.752626247154
4877,leeha01,Hal Lee,2750,755,0.274545454545,0.273960539291,872.983577844,2313.54678928,0.999405071693,0.752982349354
4237,johnsbo02,Bob Johnson,2307,628,0.272214997833,0.27190644098,745.983577844,1997.54678928,0.99941817374,0.753337444202
2852,freesda01,David Freese,2890,795,0.27508650519,0.274455206202,912.983577844,2413.54678928,0.999419146668,0.753691518594
1638,colemgo01,Gordy Coleman,2384,650,0.272651006711,0.272283392796,767.983577844,2052.54678928,0.999419293378,0.754044575742
3603,hartji01,Jim Ray Hart,3783,1052,0.278086174993,0.277278150896,1169.98357784,3049.54678928,0.999423102385,0.754396625278
8955,walketi01,Tillie Walker,5067,1423,0.280836787053,0.279999105129,1540.98357784,3962.54678928,0.999449860611,0.754747704412
6809,pinsova01,Vada Pinson,9645,2757,0.285847589425,0.285173329162,2874.98357784,7206.54678928,0.99945738143,0.755097789787
8063,smithre02,Red Smith,3907,1087,0.278218582032,0.277420318496,1204.98357784,3138.54678928,0.99947461126,0.755446899532
572,beltbr01,Brandon Belt,2355,641,0.272186836518,0.271887989034,758.983577844,2032.54678928,0.999477257062,0.755795017017
6937,puhlte01,Terry Puhl,4855,1361,0.280329557158,0.279500158788,1478.98357784,3812.54678928,0.999481941217,0.756142149388
4021,hrbekke01,Kent Hrbek,6192,1749,0.28246124031,0.281658750046,1866.98357784,4761.54678928,0.999484852962,0.756488298326
7542,salmoti01,Tim Salmon,5934,1674,0.282103134479,0.281292682803,1791.98357784,4578.54678928,0.999485222719,0.756833464412
8820,valenda01,Danny Valencia,2258,613,0.27147918512,0.271284223315,730.983577844,1963.54678928,0.999499965769,0.757177672215
1920,cruzjo01,Jose Cruz,7917,2251,0.284324870532,0.283590706412,2368.98357784,5984.54678928,0.999505782433,0.757520913165
8692,tracych01,Chad Tracy,2706,741,0.273835920177,0.27334137701,858.983577844,2283.54678928,0.99950973587,0.757863188727
497,bayha01,Harry Bay,2640,722,0.273484848485,0.273029509743,839.983577844,2236.54678928,0.999516291205,0.758204506669
5085,lordha01,Harry Lord,3691,1024,0.277431590355,0.276674785228,1141.98357784,2985.54678928,0.999517391044,0.758544863346
647,berryse01,Sean Berry,2413,657,0.272275176129,0.271968878376,774.983577844,2074.54678928,0.999520242104,0.758884265288
2456,eckstda01,David Eckstein,5041,1414,0.280499900813,0.279685090755,1531.98357784,3945.54678928,0.999528928488,0.75922272473
8021,smithel02,Elmer Smith,3195,881,0.275743348983,0.275086114352,998.983577844,2632.54678928,0.999531605697,0.759560237203
5444,mayde01,Derrick May,2200,596,0.270909090909,0.270804230722,713.983577844,1922.54678928,0.99953337622,0.759896805421
3647,hawpebr01,Brad Hawpe,2934,806,0.274710293115,0.274135959983,923.983577844,2446.54678928,0.999534558512,0.760232432526
4050,hughero01,Roy Hughes,2582,705,0.27304415182,0.27264379607,822.983577844,2195.54678928,0.99954311588,0.760567132782
6623,paytoja01,Jay Payton,4154,1157,0.278526721233,0.277742107312,1274.98357784,3315.54678928,0.999549696265,0.760900907312
6317,northro01,Ron Northey,3172,874,0.27553593947,0.274899606467,991.983577844,2616.54678928,0.999555147348,0.761233758414
